userId	geneSymbol	geneName	entrezgene	score	gLink
DNAH2	DNAH2	dynein axonemal heavy chain 2	146754	-0.43455081317776	https://www.ncbi.nlm.nih.gov/gene/?term=146754
DNAH3	DNAH3	dynein axonemal heavy chain 3	55567	-0.35855531838039	https://www.ncbi.nlm.nih.gov/gene/?term=55567
DNAH5	DNAH5	dynein axonemal heavy chain 5	1767	0.2635380739529	https://www.ncbi.nlm.nih.gov/gene/?term=1767
DNAH6	DNAH6	dynein axonemal heavy chain 6	1768	0.20815544471566	https://www.ncbi.nlm.nih.gov/gene/?term=1768
DNAH7	DNAH7	dynein axonemal heavy chain 7	56171	0.38875251149075	https://www.ncbi.nlm.nih.gov/gene/?term=56171
DNAH8	DNAH8	dynein axonemal heavy chain 8	1769	0.28169921749413	https://www.ncbi.nlm.nih.gov/gene/?term=1769
DNAH9	DNAH9	dynein axonemal heavy chain 9	1770	0.56143778571303	https://www.ncbi.nlm.nih.gov/gene/?term=1770
DNAI1	DNAI1	dynein axonemal intermediate chain 1	27019	0.49334868303802	https://www.ncbi.nlm.nih.gov/gene/?term=27019
DNAI2	DNAI2	dynein axonemal intermediate chain 2	64446	0.49489892034542	https://www.ncbi.nlm.nih.gov/gene/?term=64446
DNAJA1	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	3301	0.19746487540525	https://www.ncbi.nlm.nih.gov/gene/?term=3301
DNAJA2	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2	10294	0.028154078715264	https://www.ncbi.nlm.nih.gov/gene/?term=10294
DNAJA3	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3	9093	-0.23457393028633	https://www.ncbi.nlm.nih.gov/gene/?term=9093
DNAJA4	DNAJA4	DnaJ heat shock protein family (Hsp40) member A4	55466	-0.28580399219093	https://www.ncbi.nlm.nih.gov/gene/?term=55466
DNAJB1	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	3337	-0.30159975568328	https://www.ncbi.nlm.nih.gov/gene/?term=3337
DNAJB11	DNAJB11	DnaJ heat shock protein family (Hsp40) member B11	51726	-0.52277739011272	https://www.ncbi.nlm.nih.gov/gene/?term=51726
DNAJB12	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12	54788	-0.1218615357946	https://www.ncbi.nlm.nih.gov/gene/?term=54788
DNAJB13	DNAJB13	DnaJ heat shock protein family (Hsp40) member B13	374407	-0.22627318087816	https://www.ncbi.nlm.nih.gov/gene/?term=374407
DNAJB14	DNAJB14	DnaJ heat shock protein family (Hsp40) member B14	79982	0.25390509117012	https://www.ncbi.nlm.nih.gov/gene/?term=79982
DNAJB2	DNAJB2	DnaJ heat shock protein family (Hsp40) member B2	3300	-0.17674457023881	https://www.ncbi.nlm.nih.gov/gene/?term=3300
DNAJB3	DNAJB3	DnaJ heat shock protein family (Hsp40) member B3	414061	-0.18119768081612	https://www.ncbi.nlm.nih.gov/gene/?term=414061
DNAJB4	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4	11080	0.42691903018507	https://www.ncbi.nlm.nih.gov/gene/?term=11080
DNAJB5	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5	25822	0.62208663706891	https://www.ncbi.nlm.nih.gov/gene/?term=25822
DNAJB6	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6	10049	0.15084425642282	https://www.ncbi.nlm.nih.gov/gene/?term=10049
DNAJB7	DNAJB7	DnaJ heat shock protein family (Hsp40) member B7	150353	0.031142260167525	https://www.ncbi.nlm.nih.gov/gene/?term=150353
DNAJB8	DNAJB8	DnaJ heat shock protein family (Hsp40) member B8	165721	-0.06155997534506	https://www.ncbi.nlm.nih.gov/gene/?term=165721
DNAJB9	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9	4189	0.53230696231627	https://www.ncbi.nlm.nih.gov/gene/?term=4189
DNAJC1	DNAJC1	DnaJ heat shock protein family (Hsp40) member C1	64215	-0.30884475993321	https://www.ncbi.nlm.nih.gov/gene/?term=64215
DNAJC10	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10	54431	-0.0061815474494004	https://www.ncbi.nlm.nih.gov/gene/?term=54431
DNAJC11	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11	55735	-0.15941866906716	https://www.ncbi.nlm.nih.gov/gene/?term=55735
DNAJC12	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12	56521	0.32717075250732	https://www.ncbi.nlm.nih.gov/gene/?term=56521
DNAJC13	DNAJC13	DnaJ heat shock protein family (Hsp40) member C13	23317	0.066958590428651	https://www.ncbi.nlm.nih.gov/gene/?term=23317
DNAJC14	DNAJC14	DnaJ heat shock protein family (Hsp40) member C14	85406	0.42381524626686	https://www.ncbi.nlm.nih.gov/gene/?term=85406
DNAJC15	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15	29103	-0.13213301642076	https://www.ncbi.nlm.nih.gov/gene/?term=29103
DNAJC16	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16	23341	0.37439059490125	https://www.ncbi.nlm.nih.gov/gene/?term=23341
DNAJC17	DNAJC17	DnaJ heat shock protein family (Hsp40) member C17	55192	-0.26257913640759	https://www.ncbi.nlm.nih.gov/gene/?term=55192
DNAJC18	DNAJC18	DnaJ heat shock protein family (Hsp40) member C18	202052	0.85621508546985	https://www.ncbi.nlm.nih.gov/gene/?term=202052
DNAJC19	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19	131118	-0.21509506591832	https://www.ncbi.nlm.nih.gov/gene/?term=131118
DNAJC2	DNAJC2	DnaJ heat shock protein family (Hsp40) member C2	27000	-0.52198893060806	https://www.ncbi.nlm.nih.gov/gene/?term=27000
DNAJC21	DNAJC21	DnaJ heat shock protein family (Hsp40) member C21	134218	-0.0054095922551388	https://www.ncbi.nlm.nih.gov/gene/?term=134218
DNAJC22	DNAJC22	DnaJ heat shock protein family (Hsp40) member C22	79962	-0.29031751576243	https://www.ncbi.nlm.nih.gov/gene/?term=79962
DNAJC24	DNAJC24	DnaJ heat shock protein family (Hsp40) member C24	120526	0.60124953414321	https://www.ncbi.nlm.nih.gov/gene/?term=120526
DNAJC25	DNAJC25	DnaJ heat shock protein family (Hsp40) member C25	548645	0.13539055043213	https://www.ncbi.nlm.nih.gov/gene/?term=548645
DNAJC25-GNG10	DNAJC25-GNG10	DNAJC25-GNG10 readthrough	552891	0.079043858783816	https://www.ncbi.nlm.nih.gov/gene/?term=552891
DNAJC27	DNAJC27	DnaJ heat shock protein family (Hsp40) member C27	51277	0.70534287480639	https://www.ncbi.nlm.nih.gov/gene/?term=51277
DNAJC28	DNAJC28	DnaJ heat shock protein family (Hsp40) member C28	54943	0.4427633238151	https://www.ncbi.nlm.nih.gov/gene/?term=54943
DNAJC3	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3	5611	0.26783012680794	https://www.ncbi.nlm.nih.gov/gene/?term=5611
DNAJC30	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30	84277	0.10809732701946	https://www.ncbi.nlm.nih.gov/gene/?term=84277
DNAJC4	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4	3338	-0.25784912105381	https://www.ncbi.nlm.nih.gov/gene/?term=3338
DNAJC5	DNAJC5	DnaJ heat shock protein family (Hsp40) member C5	80331	0.078104094735446	https://www.ncbi.nlm.nih.gov/gene/?term=80331
DNAJC5B	DNAJC5B	DnaJ heat shock protein family (Hsp40) member C5 beta	85479	0.18457095282969	https://www.ncbi.nlm.nih.gov/gene/?term=85479
DNAJC5G	DNAJC5G	DnaJ heat shock protein family (Hsp40) member C5 gamma	285126	-0.14287082249013	https://www.ncbi.nlm.nih.gov/gene/?term=285126
DNAJC6	DNAJC6	DnaJ heat shock protein family (Hsp40) member C6	9829	0.66726719549301	https://www.ncbi.nlm.nih.gov/gene/?term=9829
DNAJC7	DNAJC7	DnaJ heat shock protein family (Hsp40) member C7	7266	-0.068639394042466	https://www.ncbi.nlm.nih.gov/gene/?term=7266
DNAJC8	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8	22826	0.36736442376228	https://www.ncbi.nlm.nih.gov/gene/?term=22826
DNAJC9	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9	23234	-0.2662887131642	https://www.ncbi.nlm.nih.gov/gene/?term=23234
DNAL1	DNAL1	dynein axonemal light chain 1	83544	0.50549451950408	https://www.ncbi.nlm.nih.gov/gene/?term=83544
DNAL4	DNAL4	dynein axonemal light chain 4	10126	-0.14251810419773	https://www.ncbi.nlm.nih.gov/gene/?term=10126
DNALI1	DNALI1	dynein axonemal light intermediate chain 1	7802	0.097227563065121	https://www.ncbi.nlm.nih.gov/gene/?term=7802
DNASE1	DNASE1	deoxyribonuclease 1	1773	-0.16490961390857	https://www.ncbi.nlm.nih.gov/gene/?term=1773
DNASE1L1	DNASE1L1	deoxyribonuclease 1 like 1	1774	-0.26569726725455	https://www.ncbi.nlm.nih.gov/gene/?term=1774
DNASE1L2	DNASE1L2	deoxyribonuclease 1 like 2	1775	-0.30946699398598	https://www.ncbi.nlm.nih.gov/gene/?term=1775
DNASE1L3	DNASE1L3	deoxyribonuclease 1 like 3	1776	0.49925351046739	https://www.ncbi.nlm.nih.gov/gene/?term=1776
DNASE2	DNASE2	deoxyribonuclease 2, lysosomal	1777	0.16132189335178	https://www.ncbi.nlm.nih.gov/gene/?term=1777
DNASE2B	DNASE2B	deoxyribonuclease 2 beta	58511	0.33454889699663	https://www.ncbi.nlm.nih.gov/gene/?term=58511
DND1	DND1	DND microRNA-mediated repression inhibitor 1	373863	-0.26221811492903	https://www.ncbi.nlm.nih.gov/gene/?term=373863
DNER	DNER	delta/notch like EGF repeat containing	92737	0.455349383057	https://www.ncbi.nlm.nih.gov/gene/?term=92737
DNHD1	DNHD1	dynein heavy chain domain 1	144132	-0.00994138179141	https://www.ncbi.nlm.nih.gov/gene/?term=144132
DNLZ	DNLZ	DNL-type zinc finger	728489	-0.22344000687565	https://www.ncbi.nlm.nih.gov/gene/?term=728489
DNM1	DNM1	dynamin 1	1759	0.53897044722094	https://www.ncbi.nlm.nih.gov/gene/?term=1759
DNM1L	DNM1L	dynamin 1 like	10059	0.3143251551218	https://www.ncbi.nlm.nih.gov/gene/?term=10059
DNM1P35	DNM1P35	dynamin 1 pseudogene 35	100128285	-0.11753698677666	https://www.ncbi.nlm.nih.gov/gene/?term=100128285
DNM2	DNM2	dynamin 2	1785	-0.47125798093572	https://www.ncbi.nlm.nih.gov/gene/?term=1785
DNM3	DNM3	dynamin 3	26052	0.55878391599649	https://www.ncbi.nlm.nih.gov/gene/?term=26052
DNMBP	DNMBP	dynamin binding protein	23268	-0.53103633326922	https://www.ncbi.nlm.nih.gov/gene/?term=23268
DNMT1	DNMT1	DNA methyltransferase 1	1786	0.32617685689089	https://www.ncbi.nlm.nih.gov/gene/?term=1786
DNMT3A	DNMT3A	DNA methyltransferase 3 alpha	1788	-0.024833631299261	https://www.ncbi.nlm.nih.gov/gene/?term=1788
DNMT3B	DNMT3B	DNA methyltransferase 3 beta	1789	0.061087968114792	https://www.ncbi.nlm.nih.gov/gene/?term=1789
DNMT3L	DNMT3L	DNA methyltransferase 3 like	29947	0.047871727214704	https://www.ncbi.nlm.nih.gov/gene/?term=29947
DNPEP	DNPEP	aspartyl aminopeptidase	23549	-0.58224767520767	https://www.ncbi.nlm.nih.gov/gene/?term=23549
DNTT	DNTT	DNA nucleotidylexotransferase	1791	0.26354255539589	https://www.ncbi.nlm.nih.gov/gene/?term=1791
DNTTIP1	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1	116092	-0.5152840166596	https://www.ncbi.nlm.nih.gov/gene/?term=116092
DNTTIP2	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2	30836	-0.093288223478837	https://www.ncbi.nlm.nih.gov/gene/?term=30836
DOC2A	DOC2A	double C2 domain alpha	8448	-0.11505281408098	https://www.ncbi.nlm.nih.gov/gene/?term=8448
DOC2B	DOC2B	double C2 domain beta	8447	0.3390706839633	https://www.ncbi.nlm.nih.gov/gene/?term=8447
DOCK1	DOCK1	dedicator of cytokinesis 1	1793	0.24212047785279	https://www.ncbi.nlm.nih.gov/gene/?term=1793
DOCK10	DOCK10	dedicator of cytokinesis 10	55619	0.76089042850547	https://www.ncbi.nlm.nih.gov/gene/?term=55619
DOCK11	DOCK11	dedicator of cytokinesis 11	139818	0.44783348697867	https://www.ncbi.nlm.nih.gov/gene/?term=139818
DOCK2	DOCK2	dedicator of cytokinesis 2	1794	0.43297624653903	https://www.ncbi.nlm.nih.gov/gene/?term=1794
DOCK3	DOCK3	dedicator of cytokinesis 3	1795	0.49822573173138	https://www.ncbi.nlm.nih.gov/gene/?term=1795
DOCK4	DOCK4	dedicator of cytokinesis 4	9732	0.6527316069012	https://www.ncbi.nlm.nih.gov/gene/?term=9732
DOCK5	DOCK5	dedicator of cytokinesis 5	80005	-0.26546021166789	https://www.ncbi.nlm.nih.gov/gene/?term=80005
DOCK6	DOCK6	dedicator of cytokinesis 6	57572	-0.36808409896765	https://www.ncbi.nlm.nih.gov/gene/?term=57572
DOCK7	DOCK7	dedicator of cytokinesis 7	85440	0.37603022098364	https://www.ncbi.nlm.nih.gov/gene/?term=85440
DOCK8	DOCK8	dedicator of cytokinesis 8	81704	0.27036677488989	https://www.ncbi.nlm.nih.gov/gene/?term=81704
DOCK9	DOCK9	dedicator of cytokinesis 9	23348	0.23199951329739	https://www.ncbi.nlm.nih.gov/gene/?term=23348
DOHH	DOHH	deoxyhypusine hydroxylase	83475	-0.26696283643468	https://www.ncbi.nlm.nih.gov/gene/?term=83475
DOK1	DOK1	docking protein 1	1796	-0.27620449112596	https://www.ncbi.nlm.nih.gov/gene/?term=1796
DOK2	DOK2	docking protein 2	9046	0.30139926328222	https://www.ncbi.nlm.nih.gov/gene/?term=9046
DOK3	DOK3	docking protein 3	79930	0.2886120628833	https://www.ncbi.nlm.nih.gov/gene/?term=79930
DOK4	DOK4	docking protein 4	55715	-0.50183895104375	https://www.ncbi.nlm.nih.gov/gene/?term=55715
DOK5	DOK5	docking protein 5	55816	0.20237082943532	https://www.ncbi.nlm.nih.gov/gene/?term=55816
DOK6	DOK6	docking protein 6	220164	0.63234204385491	https://www.ncbi.nlm.nih.gov/gene/?term=220164
DOK7	DOK7	docking protein 7	285489	-0.44375527304992	https://www.ncbi.nlm.nih.gov/gene/?term=285489
DOLK	DOLK	dolichol kinase	22845	0.04230361180305	https://www.ncbi.nlm.nih.gov/gene/?term=22845
DOLPP1	DOLPP1	dolichyldiphosphatase 1	57171	-0.42814001782929	https://www.ncbi.nlm.nih.gov/gene/?term=57171
DONSON	DONSON	downstream neighbor of SON	29980	-0.14396068276703	https://www.ncbi.nlm.nih.gov/gene/?term=29980
DOT1L	DOT1L	DOT1 like histone lysine methyltransferase	84444	-0.26338544280723	https://www.ncbi.nlm.nih.gov/gene/?term=84444
DPAGT1	DPAGT1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1	1798	-0.45868123587051	https://www.ncbi.nlm.nih.gov/gene/?term=1798
DPCD	DPCD	deleted in primary ciliary dyskinesia homolog (mouse)	25911	-0.32232831275871	https://www.ncbi.nlm.nih.gov/gene/?term=25911
DPEP1	DPEP1	dipeptidase 1	1800	0.25941046264154	https://www.ncbi.nlm.nih.gov/gene/?term=1800
DPEP2	DPEP2	dipeptidase 2	64174	0.33050672116976	https://www.ncbi.nlm.nih.gov/gene/?term=64174
DPEP3	DPEP3	dipeptidase 3	64180	0.3814113133158	https://www.ncbi.nlm.nih.gov/gene/?term=64180
DPF1	DPF1	double PHD fingers 1	8193	0.345983960945	https://www.ncbi.nlm.nih.gov/gene/?term=8193
DPF2	DPF2	double PHD fingers 2	5977	0.27876329654344	https://www.ncbi.nlm.nih.gov/gene/?term=5977
DPF3	DPF3	double PHD fingers 3	8110	0.55598836331766	https://www.ncbi.nlm.nih.gov/gene/?term=8110
DPH1	DPH1	diphthamide biosynthesis 1	1801	0.3959829304676	https://www.ncbi.nlm.nih.gov/gene/?term=1801
DPH2	DPH2	DPH2 homolog	1802	-0.26016746040861	https://www.ncbi.nlm.nih.gov/gene/?term=1802
DPH3	DPH3	diphthamide biosynthesis 3	285381	0.3170158370221	https://www.ncbi.nlm.nih.gov/gene/?term=285381
DPH5	DPH5	diphthamide biosynthesis 5	51611	0.34823188460332	https://www.ncbi.nlm.nih.gov/gene/?term=51611
DPM1	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic	8813	-0.22332546720957	https://www.ncbi.nlm.nih.gov/gene/?term=8813
DPM2	DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory	8818	-0.4078343473296	https://www.ncbi.nlm.nih.gov/gene/?term=8818
DPM3	DPM3	dolichyl-phosphate mannosyltransferase subunit 3	54344	-0.22240356080551	https://www.ncbi.nlm.nih.gov/gene/?term=54344
DPP10	DPP10	dipeptidyl peptidase like 10	57628	0.19137288254167	https://www.ncbi.nlm.nih.gov/gene/?term=57628
DPP3	DPP3	dipeptidyl peptidase 3	10072	-0.44531473558903	https://www.ncbi.nlm.nih.gov/gene/?term=10072
DPP4	DPP4	dipeptidyl peptidase 4	1803	0.36018919964024	https://www.ncbi.nlm.nih.gov/gene/?term=1803
DPP6	DPP6	dipeptidyl peptidase like 6	1804	0.62183369963691	https://www.ncbi.nlm.nih.gov/gene/?term=1804
DPP7	DPP7	dipeptidyl peptidase 7	29952	-0.0029448636199881	https://www.ncbi.nlm.nih.gov/gene/?term=29952
DPP8	DPP8	dipeptidyl peptidase 8	54878	0.26354085422911	https://www.ncbi.nlm.nih.gov/gene/?term=54878
DPP9	DPP9	dipeptidyl peptidase 9	91039	-0.4096611413052	https://www.ncbi.nlm.nih.gov/gene/?term=91039
DPPA2	DPPA2	developmental pluripotency associated 2	151871	-0.011249470570777	https://www.ncbi.nlm.nih.gov/gene/?term=151871
DPPA3	DPPA3	developmental pluripotency associated 3	359787	-0.086684361769991	https://www.ncbi.nlm.nih.gov/gene/?term=359787
DPPA4	DPPA4	developmental pluripotency associated 4	55211	0.40539462503095	https://www.ncbi.nlm.nih.gov/gene/?term=55211
DPPA5	DPPA5	developmental pluripotency associated 5	340168	-0.090479976904568	https://www.ncbi.nlm.nih.gov/gene/?term=340168
DPRX	DPRX	divergent-paired related homeobox	503834	0.056043025602448	https://www.ncbi.nlm.nih.gov/gene/?term=503834
DPRXP4	DPRXP4	divergent-paired related homeobox pseudogene 4	503645	-0.13017314067083	https://www.ncbi.nlm.nih.gov/gene/?term=503645
DPT	DPT	dermatopontin	1805	0.50650970586991	https://www.ncbi.nlm.nih.gov/gene/?term=1805
DPY19L1	DPY19L1	dpy-19 like C-mannosyltransferase 1	23333	-0.099182088667091	https://www.ncbi.nlm.nih.gov/gene/?term=23333
DPY19L2	DPY19L2	dpy-19 like 2	283417	0.53542432542349	https://www.ncbi.nlm.nih.gov/gene/?term=283417
DPY19L2P1	DPY19L2P1	DPY19L2 pseudogene 1	554236	0.49668812507224	https://www.ncbi.nlm.nih.gov/gene/?term=554236
DPY19L2P2	DPY19L2P2	DPY19L2 pseudogene 2	349152	0.29095711335083	https://www.ncbi.nlm.nih.gov/gene/?term=349152
DPY19L2P4	DPY19L2P4	DPY19L2 pseudogene 4	442523	0.55148102908434	https://www.ncbi.nlm.nih.gov/gene/?term=442523
DPY19L3	DPY19L3	dpy-19 like C-mannosyltransferase 3	147991	0.35336002200862	https://www.ncbi.nlm.nih.gov/gene/?term=147991
DPY19L4	DPY19L4	dpy-19 like 4	286148	0.23910357173156	https://www.ncbi.nlm.nih.gov/gene/?term=286148
DPY30	DPY30	dpy-30, histone methyltransferase complex regulatory subunit	84661	-0.29992199167098	https://www.ncbi.nlm.nih.gov/gene/?term=84661
DPYD	DPYD	dihydropyrimidine dehydrogenase	1806	0.10007462719375	https://www.ncbi.nlm.nih.gov/gene/?term=1806
DPYS	DPYS	dihydropyrimidinase	1807	0.27949018761129	https://www.ncbi.nlm.nih.gov/gene/?term=1807
DPYSL2	DPYSL2	dihydropyrimidinase like 2	1808	0.43251910659553	https://www.ncbi.nlm.nih.gov/gene/?term=1808
DPYSL3	DPYSL3	dihydropyrimidinase like 3	1809	0.25316235632299	https://www.ncbi.nlm.nih.gov/gene/?term=1809
DPYSL4	DPYSL4	dihydropyrimidinase like 4	10570	0.55485631464652	https://www.ncbi.nlm.nih.gov/gene/?term=10570
DPYSL5	DPYSL5	dihydropyrimidinase like 5	56896	0.43103872883531	https://www.ncbi.nlm.nih.gov/gene/?term=56896
DQX1	DQX1	DEAQ-box RNA dependent ATPase 1	165545	-0.50699919251802	https://www.ncbi.nlm.nih.gov/gene/?term=165545
DR1	DR1	down-regulator of transcription 1	1810	0.21193763114523	https://www.ncbi.nlm.nih.gov/gene/?term=1810
DRAM1	DRAM1	DNA damage regulated autophagy modulator 1	55332	0.11693411103735	https://www.ncbi.nlm.nih.gov/gene/?term=55332
DRAM2	DRAM2	DNA damage regulated autophagy modulator 2	128338	-0.11787252465753	https://www.ncbi.nlm.nih.gov/gene/?term=128338
DRAP1	DRAP1	DR1 associated protein 1	10589	-0.23648829647844	https://www.ncbi.nlm.nih.gov/gene/?term=10589
DRD1	DRD1	dopamine receptor D1	1812	0.01747039785147	https://www.ncbi.nlm.nih.gov/gene/?term=1812
DRD2	DRD2	dopamine receptor D2	1813	0.35345556713907	https://www.ncbi.nlm.nih.gov/gene/?term=1813
DRD3	DRD3	dopamine receptor D3	1814	0.054815516411222	https://www.ncbi.nlm.nih.gov/gene/?term=1814
DRD4	DRD4	dopamine receptor D4	1815	-0.45672736190941	https://www.ncbi.nlm.nih.gov/gene/?term=1815
DRD5	DRD5	dopamine receptor D5	1816	0.32620034446511	https://www.ncbi.nlm.nih.gov/gene/?term=1816
DRG1	DRG1	developmentally regulated GTP binding protein 1	4733	-0.031093891986293	https://www.ncbi.nlm.nih.gov/gene/?term=4733
DRG2	DRG2	developmentally regulated GTP binding protein 2	1819	0.0026261655495985	https://www.ncbi.nlm.nih.gov/gene/?term=1819
DRGX	DRGX	dorsal root ganglia homeobox	644168	0.045583683175933	https://www.ncbi.nlm.nih.gov/gene/?term=644168
DRP2	DRP2	dystrophin related protein 2	1821	-0.040008765057253	https://www.ncbi.nlm.nih.gov/gene/?term=1821
DSC1	DSC1	desmocollin 1	1823	0.17848355604233	https://www.ncbi.nlm.nih.gov/gene/?term=1823
DSC2	DSC2	desmocollin 2	1824	-0.32338646059309	https://www.ncbi.nlm.nih.gov/gene/?term=1824
DSC3	DSC3	desmocollin 3	1825	-0.2091011042087	https://www.ncbi.nlm.nih.gov/gene/?term=1825
DSCAM	DSCAM	DS cell adhesion molecule	1826	0.61159890886575	https://www.ncbi.nlm.nih.gov/gene/?term=1826
DSCAML1	DSCAML1	DS cell adhesion molecule like 1	57453	0.56892655858592	https://www.ncbi.nlm.nih.gov/gene/?term=57453
DSCC1	DSCC1	DNA replication and sister chromatid cohesion 1	79075	-0.30832699340478	https://www.ncbi.nlm.nih.gov/gene/?term=79075
DSCR4	DSCR4	Down syndrome critical region 4	10281	0.31993155664944	https://www.ncbi.nlm.nih.gov/gene/?term=10281
DSCR8	DSCR8	Down syndrome critical region 8	84677	0.35886069303575	https://www.ncbi.nlm.nih.gov/gene/?term=84677
DSCR9	DSCR9	Down syndrome critical region 9	257203	-0.022592432715956	https://www.ncbi.nlm.nih.gov/gene/?term=257203
DSE	DSE	dermatan sulfate epimerase	29940	0.37475360984227	https://www.ncbi.nlm.nih.gov/gene/?term=29940
DSEL	DSEL	dermatan sulfate epimerase like	92126	0.36375864855882	https://www.ncbi.nlm.nih.gov/gene/?term=92126
DSG1	DSG1	desmoglein 1	1828	-0.057922152556525	https://www.ncbi.nlm.nih.gov/gene/?term=1828
DSG2	DSG2	desmoglein 2	1829	-0.32450456144725	https://www.ncbi.nlm.nih.gov/gene/?term=1829
DSG3	DSG3	desmoglein 3	1830	-0.24857334642965	https://www.ncbi.nlm.nih.gov/gene/?term=1830
DSG4	DSG4	desmoglein 4	147409	-0.19463453713603	https://www.ncbi.nlm.nih.gov/gene/?term=147409
DSN1	DSN1	DSN1 homolog, MIS12 kinetochore complex component	79980	-0.3387398987228	https://www.ncbi.nlm.nih.gov/gene/?term=79980
DSP	DSP	desmoplakin	1832	-0.028452431001124	https://www.ncbi.nlm.nih.gov/gene/?term=1832
DSPP	DSPP	dentin sialophosphoprotein	1834	0.070739348946494	https://www.ncbi.nlm.nih.gov/gene/?term=1834
DST	DST	dystonin	667	0.38832617975215	https://www.ncbi.nlm.nih.gov/gene/?term=667
DSTN	DSTN	destrin, actin depolymerizing factor	11034	0.1467133956141	https://www.ncbi.nlm.nih.gov/gene/?term=11034
DSTYK	DSTYK	dual serine/threonine and tyrosine protein kinase	25778	0.68059657916856	https://www.ncbi.nlm.nih.gov/gene/?term=25778
DTD1	DTD1	D-tyrosyl-tRNA deacylase 1	92675	0.030380728801607	https://www.ncbi.nlm.nih.gov/gene/?term=92675
DTHD1	DTHD1	death domain containing 1	401124	0.25473047834213	https://www.ncbi.nlm.nih.gov/gene/?term=401124
DTL	DTL	denticleless E3 ubiquitin protein ligase homolog	51514	-0.47502814929824	https://www.ncbi.nlm.nih.gov/gene/?term=51514
DTNA	DTNA	dystrobrevin alpha	1837	0.65013479961684	https://www.ncbi.nlm.nih.gov/gene/?term=1837
DTNB	DTNB	dystrobrevin beta	1838	0.022126303126825	https://www.ncbi.nlm.nih.gov/gene/?term=1838
DTNBP1	DTNBP1	dystrobrevin binding protein 1	84062	0.10503167118999	https://www.ncbi.nlm.nih.gov/gene/?term=84062
DTWD1	DTWD1	DTW domain containing 1	56986	0.20916806227198	https://www.ncbi.nlm.nih.gov/gene/?term=56986
DTWD2	DTWD2	DTW domain containing 2	285605	0.18635410019137	https://www.ncbi.nlm.nih.gov/gene/?term=285605
DTX1	DTX1	deltex E3 ubiquitin ligase 1	1840	0.21002893547136	https://www.ncbi.nlm.nih.gov/gene/?term=1840
DTX2	DTX2	deltex E3 ubiquitin ligase 2	113878	-0.69447827388789	https://www.ncbi.nlm.nih.gov/gene/?term=113878
DTX3	DTX3	deltex E3 ubiquitin ligase 3	196403	0.5741173844226	https://www.ncbi.nlm.nih.gov/gene/?term=196403
DTX3L	DTX3L	deltex E3 ubiquitin ligase 3L	151636	-0.2121284905577	https://www.ncbi.nlm.nih.gov/gene/?term=151636
DTX4	DTX4	deltex E3 ubiquitin ligase 4	23220	-0.45023589990024	https://www.ncbi.nlm.nih.gov/gene/?term=23220
DTYMK	DTYMK	deoxythymidylate kinase	1841	-0.60868958985088	https://www.ncbi.nlm.nih.gov/gene/?term=1841
DUOX1	DUOX1	dual oxidase 1	53905	-0.18753709392925	https://www.ncbi.nlm.nih.gov/gene/?term=53905
DUOX2	DUOX2	dual oxidase 2	50506	-0.10536902830925	https://www.ncbi.nlm.nih.gov/gene/?term=50506
DUOXA1	DUOXA1	dual oxidase maturation factor 1	90527	-0.16629354011014	https://www.ncbi.nlm.nih.gov/gene/?term=90527
DUOXA2	DUOXA2	dual oxidase maturation factor 2	405753	-0.22753633054975	https://www.ncbi.nlm.nih.gov/gene/?term=405753
DUPD1	DUPD1	dual specificity phosphatase and pro isomerase domain containing 1	338599	0.092786632487834	https://www.ncbi.nlm.nih.gov/gene/?term=338599
DUS1L	DUS1L	dihydrouridine synthase 1 like	64118	-0.40469861944313	https://www.ncbi.nlm.nih.gov/gene/?term=64118
DUS3L	DUS3L	dihydrouridine synthase 3 like	56931	-0.15320202812412	https://www.ncbi.nlm.nih.gov/gene/?term=56931
DUS4L	DUS4L	dihydrouridine synthase 4 like	11062	-0.16187893906341	https://www.ncbi.nlm.nih.gov/gene/?term=11062
